위반구분,위반일시,위반장소,과태료부과일자,데이터기준일자
주정차 금지구역,2024-12-13 07:30,태전동 칠곡중앙대로52길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:39,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:01,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:47,고성동2가 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:45,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:59,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:44,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:55,고성동3가 고성북로 부근,2025-01-02,2025-01-01
주정차 금지구역,2024-12-13 10:51,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:48,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:46,침산동 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:58,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:48,고성동2가 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:54,팔달동 매천로2길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:35,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:44,국우동 도남길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:01,태전동 태전로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 08:16,칠성동2가 칠성남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:59,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:25,침산동 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:44,국우동 도남길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:41,관음동 관음중앙로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:38,관음동 관음중앙로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:46,침산동 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:50,국우동 도남중앙로9길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:44,침산동 성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:35,서변동 서변로3길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 08:15,칠성동2가 칠성남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:39,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:39,관음동 관음중앙로28길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:22,칠성동2가 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:55,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:33,서변동 호국로57길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:25,매천동 매전로4길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:36,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
소화전앞,2024-12-13 07:48,침산동 성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:59,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:38,서변동 서변로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:45,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:51,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:41,태전동 태전로13길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:39,관음동 관음중앙로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:57,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:41,침산동 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:55,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:02,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:44,침산동 성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:41,침산동 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:43,침산동 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:26,매천동 매전로4길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:45,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:48,국우동 43-2 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:58,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:47,침산동 성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:54,노원동1가 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:32,읍내동 관음로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:54,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:39,관음동 관음중앙로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:01,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:43,국우동 314-10 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:41,침산동 침산로32길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:39,서변동 서변로3길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:38,서변동 서변로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:59,국우동 도남중앙로9길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:52,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:58,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:12,읍내동 구암로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:51,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 08:16,칠성동2가 칠성남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:44,국우동 도남길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:15,읍내동 칠곡중앙대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:55,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:54,팔달동 매천로2길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:54,노원동1가 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:03,읍내동 칠곡중앙대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:27,침산동 침산로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:43,국우동 솟골길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:24,침산동 침산남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:30,칠성동2가 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 08:11,칠성동2가 칠성남로26길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:19,칠성동2가 침산로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:24,침산동 침산남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:54,팔달동 매천로2길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:30,태전동 칠곡중앙대로52길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:46,고성동2가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:36,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:55,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 18:06,학정동 학정동로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:41,침산동 침산로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:49,고성동2가 칠성남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:56,고성동3가 고성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:51,국우동 도남중앙로7길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:27,침산동 중앙대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:12,매천동 매천로18길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:36,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:39,국우동 295-1 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:32,읍내동 관음로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:32,노원동3가 노원로10길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:13,읍내동 구암로15길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:48,침산동 성북로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:46,사수동 한강로2길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:28,노원동1가 오봉로6길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:04,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:35,서변동 서변로3길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 15:32,노원동3가 노원로10길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:54,침산동 원대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 18:06,학정동 학남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:04,태전동 칠곡중앙대로53길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:58,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:44,고성동3가 고성로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:39,국우동 295-1 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:00,태전동 태전로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:42,태전동 매천로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 17:03,태전동 칠곡중앙대로55길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:54,태전동 48-3 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:28,침산동 침산로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:48,국우동 43-3 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:38,산격동 687 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:47,사수동 한강로2길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:43,국우동 314-10 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:52,태전동 구암로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 08:10,칠성동2가 칠성남로26길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 07:31,서변동 서변남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:40,복현동 동북로 288,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 10:46,노원동3가 노원로 69,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:25,복현동 동북로 288,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:46,복현동 경진로1길 78,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 11:25,복현동 동북로 288,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 16:40,복현동 동북로 288,2024-12-16,2025-01-01
주정차 금지구역,2024-12-13 14:46,복현동 동북로 288,2024-12-16,2025-01-01
주정차 금지구역,2024-12-11 19:36,복현동 78-9 부근,2024-12-18,2025-01-01
소화전앞,2024-12-11 16:45,동천동 926-1 부근,2024-12-18,2025-01-01
교차로,2024-12-11 19:05,국우동 1157 부근,2024-12-18,2025-01-01
횡단보도,2024-12-11 23:03,산격동 1428-17 부근,2024-12-18,2025-01-01
주정차 금지구역,2024-11-23 14:37,NC아울렛 앞 사거리,2025-01-13,2025-01-01
버스정류장,2024-11-27 11:24, 산격동 1560 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-28 10:41,산격동 유통단지로8길 부근,2025-01-13,2025-01-01
버스정류장,2024-12-11 19:29, 산격동 1560 부근,2024-12-18,2025-01-01
주정차 금지구역,2024-11-29 14:22,구암동 767-2 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-30 16:27,코스트코 주차장 앞,2024-12-16,2025-01-01
횡단보도,2024-12-15 15:08,관음동 1402-6 부근,2024-12-16,2025-01-01
횡단보도,2024-11-30 15:11,구암동 781 부근,2025-01-13,2025-01-01
횡단보도,2024-12-15 15:03,읍내동 1343-6 부근,2024-12-16,2025-01-01
횡단보도,2024-11-30 02:33,산격동 1399-11 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-01 10:04,침산 화성파크드림,2024-12-16,2025-01-01
보도(인도)위,2024-12-01 12:58, 학정동 941-8 부근,2024-12-16,2025-01-01
도로모퉁이,2024-12-02 18:34,사수동 964 부근,2024-12-16,2025-01-01
보도(인도)위,2024-12-03 13:15,학정동 941-10 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-04 08:33,노원한신더휴 남문,2024-12-16,2025-01-01
주정차 금지구역,2024-12-05 16:35,르노삼성자동차 침산점,2024-12-16,2025-01-01
주정차 금지구역,2024-12-05 15:07,칠성동2가 중앙대로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-05 15:42,국우동 도남중앙로9길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-06 16:57,동천동 교보문고,2024-12-16,2025-01-01
주정차 금지구역,2024-12-06 16:09,칠성동2가 칠성남로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-06 14:41,금호서한이다음정문,2024-12-16,2025-01-01
주정차 금지구역,2024-12-07 16:46,팔달동 대구수산시장,2024-12-16,2025-01-01
주정차 금지구역,2024-12-07 14:58,동천동회전교차로1,2024-12-16,2025-01-01
주정차 금지구역,2024-12-08 10:10,NC아울렛 앞 사거리,2024-12-16,2025-01-01
주정차 금지구역,2024-12-09 10:56,서변동 서변로 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-11 07:02,연경 동화아이위시 앞,2024-12-16,2025-01-01
주정차 금지구역,2024-12-11 14:43,읍내동 구암로21길 부근,2024-12-16,2025-01-01
주정차 금지구역,2024-12-11 15:20,복현동 경진로 47,2024-12-16,2025-01-01
횡단보도,2024-12-11 16:02,태전동 532-6 부근,2024-12-18,2025-01-01
교차로,2024-12-11 16:23,사수동 998 부근,2024-12-18,2025-01-01
소화전앞,2024-12-08 21:29,대현동 272-27 부근,2024-12-17,2025-01-01
횡단보도,2024-12-11 23:26, 검단동 1128-64 부근,2024-12-18,2025-01-01
횡단보도,2024-12-11 18:53, 동천동 961-1 부근,2024-12-18,2025-01-01
횡단보도,2024-12-11 18:50,동천동 961-1 부근,2024-12-18,2025-01-01
횡단보도,2024-12-13 13:21,동호동 191-1 부근,2024-12-23,2025-01-01
횡단보도,2024-12-11 21:35,태전동 936-2 부근,2024-12-18,2025-01-01
횡단보도,2024-12-11 21:26, 태전동 962 부근,2024-12-18,2025-01-01
도로모퉁이,2024-12-11 17:13,동천동 874-4 부근,2024-12-18,2025-01-01
보도(인도)위,2024-12-13 16:27,태전동 496-7 부근,2024-12-23,2025-01-01
버스정류장,2024-12-11 23:32,학정동 533-3 부근,2024-12-18,2025-01-01
횡단보도,2024-12-13 20:14,칠성동2가 73-2 부근,2024-12-23,2025-01-01
도로모퉁이,2024-12-13 16:40,동호동 209-1 부근,2024-12-23,2025-01-01
보도(인도)위,2024-12-13 11:13,태전동 993-13 부근,2024-12-23,2025-01-01
보도(인도)위,2024-12-13 11:06,읍내동 1344 부근,2024-12-23,2025-01-01
보도(인도)위,2024-12-13 11:03,읍내동 1341-10 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 16:18,침산동 1762 부근,2024-12-23,2025-01-01
버스정류장,2024-12-13 21:04,산격동 1001 부근,2024-12-23,2025-01-01
횡단보도,2024-12-11 16:20,칠성동2가 702 부근,2024-12-18,2025-01-01
횡단보도,2024-12-13 20:07,학정동 953-19 부근,2024-12-23,2025-01-01
횡단보도,2024-12-11 14:25, 칠성동2가 702 부근,2024-12-18,2025-01-01
횡단보도,2024-12-11 19:39, 동천동 962-4 부근,2024-12-18,2025-01-01
보도(인도)위,2024-12-13 11:10,칠성동2가 236-23 부근,2024-12-23,2025-01-01
보도(인도)위,2024-12-13 15:13,학정동 953-2 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 15:37,동천동 961-1 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 17:45,동천동 874-4 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 16:52,태전동 1238 부근,2024-12-23,2025-01-01
보도(인도)위,2024-12-11 19:43, 동천동 909-7 부근,2024-12-18,2025-01-01
횡단보도,2024-12-13 18:58,태전동 937 부근,2024-12-23,2025-01-01
주정차 금지구역,2024-12-10 19:36,산격동 1437-172 부근,2024-12-17,2025-01-01
보도(인도)위,2024-12-10 16:56,복현동 137 부근,2024-12-17,2025-01-01
보도(인도)위,2024-12-10 19:52,산격동 1422-21 부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-10 15:58,산격동 1437-173 부근,2024-12-17,2025-01-01
보도(인도)위,2024-12-13 21:18,복현동 268-23 부근,2024-12-23,2025-01-01
횡단보도,2024-12-10 14:01,검단동 1128-65 부근,2024-12-17,2025-01-01
도로모퉁이,2024-12-10 18:57,산격동 1399 부근,2024-12-17,2025-01-01
횡단보도,2024-12-10 22:54,산격동 1416-57 부근,2024-12-17,2025-01-01
보도(인도)위,2024-12-10 14:32,구암동 833 부근,2024-12-17,2025-01-01
도로모퉁이,2024-12-15 16:51, 복현동 452-1 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 21:14,복현동 241-1 부근,2024-12-23,2025-01-01
도로모퉁이,2024-12-15 01:55,복현동 419-39 부근,2024-12-23,2025-01-01
횡단보도,2024-12-13 18:49,동천동 954-4 부근,2024-12-23,2025-01-01
주정차 금지구역,2024-12-16 16:53,센트럴파크대현 정문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:07,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:20,복현동 시티병원,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:04,관남초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:32,사수동 센스마트,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:29,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:36,칠성시장교통섬,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:36,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:47,삼영초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:50,동천동 참약국,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:06,칠성시장 화재(소방),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:03,북구청역 푸르지오,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:34,새동산산부인과,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:52,노원한신더휴 동문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:06,칠곡초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:20,침산 화인탑펠리스,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:45,해오름축산물도매센터,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:30,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:54,동천동회전교차로2,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:18,코스트코 주차장 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:07,칠성시장 화재(소방),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:29,KB국민은행침산지점,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:38,침산1동회전교차로1,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:05,학정초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:25,새동산산부인과,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:23,칠곡농협 관음지점,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:02,칠곡초등학교 진입로,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:55,대현도서관교차로,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:10,엑스코 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:16,동천동회전교차로2,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:07,칠성시장 화재(소방),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:47,진성유치원 삼거리,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:38,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:56,오페라트루엘시민의숲,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:58,동천동 참약국,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:22,오페라코오롱하늘채 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:39,매천화성파크드림정문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:05,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:44,대구일중학교 정문 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:36,대학로 파리바게트 부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:18,대학로 파리바게트 부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:01,동천동회전교차로2,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:04,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:41,칠성동 꽃시장 (아름나라),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:41,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:48,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:35,칠성초등학교 진입로,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:57,팔달신시장 오내과,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:28,동변공원 사거리,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:01,동천동회전교차로1,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:47,사수동 센스마트,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:49,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:59,노원한신더휴 남문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:03,거창식당 앞(칠성시장),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:37,복현동 시티병원,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:04,대구역 오페라더블유2,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:18,침산1동회전교차로1,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:52,사수동 센스마트,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:12,연경 동화아이위시 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:28,대학로 파리바게트 부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:40,북부초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:29,칠성동 꽃시장 (아름나라),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:53,관천초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:33,매천초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:25,태전동 중앙시장,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:56,노원한신더휴 동문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:48,금정공원(보행자우선거리),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:53,구암동 농협중앙회,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 11:53,대학로 파리바게트 부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:03,금호서한이다음정문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:05,산격동 경대북문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:59,오페라코오롱하늘채 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:24,칠성시장 화재(소방),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 17:16,북구청역 푸르지오,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:06,KB국민은행침산지점,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:33,해오름축산물도매센터,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:01,노원한신더휴 남문,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:27,동대구시장,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:28,침산 화인탑펠리스,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:38,사수동 센스마트,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:47,노원동주민센터 사거리,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:10,옥산초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:05,운암초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:35,침산1동회전교차로1,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:44,매천초등학교,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:23,거창식당 앞(칠성시장),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:35,태전중석타운 남편 도로,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:10,오페라 클래시아,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 10:26,침산동 본죽,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:26,칠성시장 화재(소방),2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:12,구암동 농협중앙회,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 15:51,코스트코 주차장 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:37,침산동 매일천막 앞,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:42,한영정형외과,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:37,동평초등학교네거리,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 07:14,사수동 센스마트,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 14:52,장태실네거리부근,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:51,대구은행 학정로 지점,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 09:37,팔달동 대구수산시장,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 16:53,팔달동 대구수산시장,2024-12-17,2025-01-01
주정차 금지구역,2024-12-16 08:09,거창식당 앞(칠성시장),2024-12-17,2025-01-01
